index,Unnamed: 0,Unnamed: 0.1,year,country,word,frequency,count,freq_prop_headlines,word_len,freq_rank,hfreq_rank,theme
193,301,2199,2011,India,witchcraft,0,2438,0.0,10,174,174,female stereotypes
194,302,2200,2012,India,witchcraft,1,3634,0.000275179,10,174,174,female stereotypes
195,303,2201,2013,India,witchcraft,0,4910,0.0,10,174,174,female stereotypes
196,304,2202,2014,India,witchcraft,4,7502,0.000533191,10,174,174,female stereotypes
197,305,2203,2015,India,witchcraft,4,10532,0.000379795,10,174,174,female stereotypes
198,306,2204,2016,India,witchcraft,4,14012,0.00028547,10,174,174,female stereotypes
199,307,2205,2017,India,witchcraft,3,17097,0.000175469,10,174,174,female stereotypes
200,308,2206,2018,India,witchcraft,5,19170,0.000260824,10,174,174,female stereotypes
201,309,2207,2019,India,witchcraft,4,20849,0.000191856,10,174,174,female stereotypes
202,310,2208,2020,India,witchcraft,6,21942,0.000273448,10,174,174,female stereotypes
203,311,2209,2021,India,witchcraft,4,12622,0.000316907,10,174,174,female stereotypes
204,312,2232,2010,India,housewife,0,1584,0.0,9,176,176,female stereotypes
205,313,2233,2011,India,housewife,2,2438,0.000820345,9,176,176,female stereotypes
206,314,2234,2012,India,housewife,2,3634,0.000550358,9,176,176,female stereotypes
207,315,2235,2013,India,housewife,4,4910,0.000814664,9,176,176,female stereotypes
208,316,2236,2014,India,housewife,5,7502,0.0006664889999999,9,176,176,female stereotypes
209,317,2237,2015,India,housewife,5,10532,0.000474744,9,176,176,female stereotypes
210,318,2238,2016,India,housewife,9,14012,0.000642307,9,176,176,female stereotypes
211,319,2239,2017,India,housewife,8,17097,0.000467918,9,176,176,female stereotypes
212,320,2240,2018,India,housewife,4,19170,0.000208659,9,176,176,female stereotypes
213,321,2241,2019,India,housewife,2,20849,9.59e-05,9,176,176,female stereotypes
214,322,2242,2020,India,housewife,6,21942,0.000273448,9,176,176,female stereotypes
215,323,2243,2021,India,housewife,3,12622,0.00023768,9,176,176,female stereotypes
216,324,2504,2010,India,testify,0,1584,0.0,7,195,196,crime and violence
217,325,2505,2011,India,testify,0,2438,0.0,7,195,196,crime and violence
218,326,2506,2012,India,testify,2,3634,0.000550358,7,195,196,crime and violence
219,327,2507,2013,India,testify,4,4910,0.000814664,7,195,196,crime and violence
220,328,2508,2014,India,testify,2,7502,0.000266596,7,195,196,crime and violence
221,329,2509,2015,India,testify,3,10532,0.000284846,7,195,196,crime and violence
222,330,2510,2016,India,testify,4,14012,0.00028547,7,195,196,crime and violence
223,331,2511,2017,India,testify,6,17097,0.000350939,7,195,196,crime and violence
224,332,2512,2018,India,testify,6,19170,0.000312989,7,195,196,crime and violence
225,333,2513,2019,India,testify,4,20849,0.000191856,7,195,196,crime and violence
226,334,2514,2020,India,testify,5,21942,0.000227873,7,195,196,crime and violence
227,335,2515,2021,India,testify,2,12622,0.000158453,7,195,196,crime and violence
228,336,2521,2010,India,vagina,0,1584,0.0,6,196,197,female stereotypes
229,337,2522,2011,India,vagina,0,2438,0.0,6,196,197,female stereotypes
230,338,2523,2012,India,vagina,2,3634,0.000550358,6,196,197,female stereotypes
231,339,2524,2013,India,vagina,2,4910,0.000407332,6,196,197,female stereotypes
232,340,2525,2014,India,vagina,4,7502,0.000533191,6,196,197,female stereotypes
233,341,2526,2015,India,vagina,5,10532,0.000474744,6,196,197,female stereotypes
234,342,2527,2016,India,vagina,10,14012,0.000713674,6,196,197,female stereotypes
235,343,2528,2017,India,vagina,6,17097,0.000350939,6,196,197,female stereotypes
236,344,2529,2018,India,vagina,15,19170,0.000782473,6,196,197,female stereotypes
237,345,2530,2019,India,vagina,6,20849,0.000287784,6,196,197,female stereotypes
238,346,2531,2020,India,vagina,8,21942,0.000364598,6,196,197,female stereotypes
239,347,2532,2021,India,vagina,2,12622,0.000158453,6,196,197,female stereotypes
240,372,2793,2010,India,activist,1,1584,0.000631313,8,215,208,empowerment
241,373,2794,2011,India,activist,1,2438,0.000410172,8,215,208,empowerment
242,374,2795,2012,India,activist,2,3634,0.000550358,8,215,208,empowerment
243,375,2796,2013,India,activist,16,4910,0.003258656,8,215,208,empowerment
244,376,2797,2014,India,activist,17,7502,0.002266062,8,215,208,empowerment
245,377,2798,2015,India,activist,31,10532,0.002943411,8,215,208,empowerment
246,378,2799,2016,India,activist,61,14012,0.004353411,8,215,208,empowerment
247,379,2800,2017,India,activist,43,17097,0.002515061,8,215,208,empowerment
248,380,2801,2018,India,activist,77,19170,0.004016693,8,215,208,empowerment
249,381,2802,2019,India,activist,69,20849,0.003309511,8,215,208,empowerment
250,382,2803,2020,India,activist,73,21942,0.003326953,8,215,208,empowerment
251,383,2804,2021,India,activist,73,12622,0.005783553,8,215,208,empowerment
252,384,2810,2010,India,empower,1,1584,0.000631313,7,216,209,empowerment
253,385,2811,2011,India,empower,4,2438,0.001640689,7,216,209,empowerment
254,386,2812,2012,India,empower,6,3634,0.001651073,7,216,209,empowerment
255,387,2813,2013,India,empower,8,4910,0.001629328,7,216,209,empowerment
256,388,2814,2014,India,empower,15,7502,0.001999467,7,216,209,empowerment
257,389,2815,2015,India,empower,29,10532,0.002753513,7,216,209,empowerment
258,390,2816,2016,India,empower,38,14012,0.002711961,7,216,209,empowerment
259,391,2817,2017,India,empower,77,17097,0.004503714,7,216,209,empowerment
260,392,2818,2018,India,empower,72,19170,0.003755869,7,216,209,empowerment
261,393,2819,2019,India,empower,67,20849,0.003213583,7,216,209,empowerment
262,394,2820,2020,India,empower,69,21942,0.003144654,7,216,209,empowerment
263,395,2821,2021,India,empower,72,12622,0.005704326,7,216,209,empowerment
264,396,2861,2010,India,support,2,1584,0.001262626,7,220,213,female stereotypes
265,397,2862,2011,India,support,2,2438,0.000820345,7,220,213,female stereotypes
266,398,2863,2012,India,support,9,3634,0.00247661,7,220,213,female stereotypes
267,399,2864,2013,India,support,9,4910,0.001832994,7,220,213,female stereotypes
268,400,2865,2014,India,support,24,7502,0.003199147,7,220,213,female stereotypes
269,401,2866,2015,India,support,42,10532,0.003987847,7,220,213,female stereotypes
270,402,2867,2016,India,support,54,14012,0.00385384,7,220,213,female stereotypes
271,403,2868,2017,India,support,59,17097,0.003450898,7,220,213,female stereotypes
272,404,2869,2018,India,support,83,19170,0.004329682,7,220,213,female stereotypes
273,405,2870,2019,India,support,115,20849,0.005515852,7,220,213,female stereotypes
274,406,2871,2020,India,support,120,21942,0.005468964,7,220,213,female stereotypes
275,407,2872,2021,India,support,128,12622,0.010141024,7,220,213,female stereotypes
276,408,2929,2010,India,threaten,1,1584,0.000631313,8,225,225,crime and violence
277,409,2930,2011,India,threaten,4,2438,0.001640689,8,225,225,crime and violence
278,410,2931,2012,India,threaten,8,3634,0.002201431,8,225,225,crime and violence
279,411,2932,2013,India,threaten,9,4910,0.001832994,8,225,225,crime and violence
280,412,2933,2014,India,threaten,12,7502,0.001599573,8,225,225,crime and violence
281,413,2934,2015,India,threaten,17,10532,0.0016141279999999,8,225,225,crime and violence
282,414,2935,2016,India,threaten,31,14012,0.002212389,8,225,225,crime and violence
283,415,2936,2017,India,threaten,49,17097,0.002866,8,225,225,crime and violence
284,416,2937,2018,India,threaten,63,19170,0.003286385,8,225,225,crime and violence
285,417,2938,2019,India,threaten,72,20849,0.003453403,8,225,225,crime and violence
286,418,2939,2020,India,threaten,66,21942,0.00300793,8,225,225,crime and violence
287,419,2940,2021,India,threaten,61,12622,0.004832832,8,225,225,crime and violence
288,420,2963,2010,India,hindu,1,1584,0.000631313,5,227,227,"race, ethnicity and identity"
289,421,2964,2011,India,hindu,4,2438,0.001640689,5,227,227,"race, ethnicity and identity"
290,422,2965,2012,India,hindu,5,3634,0.001375894,5,227,227,"race, ethnicity and identity"
291,423,2966,2013,India,hindu,4,4910,0.000814664,5,227,227,"race, ethnicity and identity"
292,424,2967,2014,India,hindu,9,7502,0.00119968,5,227,227,"race, ethnicity and identity"
293,425,2968,2015,India,hindu,26,10532,0.002468667,5,227,227,"race, ethnicity and identity"
294,426,2969,2016,India,hindu,41,14012,0.002926063,5,227,227,"race, ethnicity and identity"
295,427,2970,2017,India,hindu,64,17097,0.003743347,5,227,227,"race, ethnicity and identity"
296,428,2971,2018,India,hindu,84,19170,0.004381847,5,227,227,"race, ethnicity and identity"
297,429,2972,2019,India,hindu,118,20849,0.005659744,5,227,227,"race, ethnicity and identity"
298,430,2973,2020,India,hindu,136,21942,0.006198159,5,227,227,"race, ethnicity and identity"
299,431,2974,2021,India,hindu,60,12622,0.004753605,5,227,227,"race, ethnicity and identity"
300,432,2980,2010,India,gender,2,1584,0.001262626,6,228,228,"race, ethnicity and identity"
301,433,2981,2011,India,gender,8,2438,0.003281378,6,228,228,"race, ethnicity and identity"
302,434,2982,2012,India,gender,14,3634,0.003852504,6,228,228,"race, ethnicity and identity"
303,435,2983,2013,India,gender,20,4910,0.00407332,6,228,228,"race, ethnicity and identity"
304,436,2984,2014,India,gender,64,7502,0.008531058,6,228,228,"race, ethnicity and identity"
305,437,2985,2015,India,gender,66,10532,0.006266616,6,228,228,"race, ethnicity and identity"
306,438,2986,2016,India,gender,118,14012,0.008421353,6,228,228,"race, ethnicity and identity"
307,439,2987,2017,India,gender,119,17097,0.006960285,6,228,228,"race, ethnicity and identity"
308,440,2988,2018,India,gender,153,19170,0.007981221,6,228,228,"race, ethnicity and identity"
309,441,2989,2019,India,gender,192,20849,0.009209075,6,228,228,"race, ethnicity and identity"
310,442,2990,2020,India,gender,182,21942,0.008294595,6,228,228,"race, ethnicity and identity"
311,443,2991,2021,India,gender,112,12622,0.008873396,6,228,228,"race, ethnicity and identity"
312,444,2997,2010,India,pilot,1,1584,0.000631313,5,230,230,empowerment
313,445,2998,2011,India,pilot,6,2438,0.002461034,5,230,230,empowerment
314,446,2999,2012,India,pilot,7,3634,0.001926252,5,230,230,empowerment
315,447,3000,2013,India,pilot,13,4910,0.002647658,5,230,230,empowerment
316,448,3001,2014,India,pilot,16,7502,0.002132765,5,230,230,empowerment
317,449,3002,2015,India,pilot,33,10532,0.003133308,5,230,230,empowerment
318,450,3003,2016,India,pilot,72,14012,0.005138453,5,230,230,empowerment
319,451,3004,2017,India,pilot,63,17097,0.003684857,5,230,230,empowerment
320,452,3005,2018,India,pilot,82,19170,0.004277517,5,230,230,empowerment
321,453,3006,2019,India,pilot,99,20849,0.004748429,5,230,230,empowerment
322,454,3007,2020,India,pilot,81,21942,0.00369155,5,230,230,empowerment
323,455,3008,2021,India,pilot,54,12622,0.004278244,5,230,230,empowerment
324,456,3116,2010,India,transgender,1,1584,0.000631313,11,239,240,"race, ethnicity and identity"
325,457,3117,2011,India,transgender,5,2438,0.002050861,11,239,240,"race, ethnicity and identity"
326,458,3118,2012,India,transgender,4,3634,0.001100715,11,239,240,"race, ethnicity and identity"
327,459,3119,2013,India,transgender,13,4910,0.002647658,11,239,240,"race, ethnicity and identity"
328,460,3120,2014,India,transgender,14,7502,0.001866169,11,239,240,"race, ethnicity and identity"
329,461,3121,2015,India,transgender,56,10532,0.005317129,11,239,240,"race, ethnicity and identity"
330,462,3122,2016,India,transgender,65,14012,0.004638881,11,239,240,"race, ethnicity and identity"
331,463,3123,2017,India,transgender,76,17097,0.004445224,11,239,240,"race, ethnicity and identity"
332,464,3124,2018,India,transgender,74,19170,0.003860198,11,239,240,"race, ethnicity and identity"
333,465,3125,2019,India,transgender,97,20849,0.004652501,11,239,240,"race, ethnicity and identity"
334,466,3126,2020,India,transgender,50,21942,0.002278735,11,239,240,"race, ethnicity and identity"
335,467,3127,2021,India,transgender,45,12622,0.003565204,11,239,240,"race, ethnicity and identity"
336,480,3201,2010,India,oscar,1,1584,0.000631313,5,246,246,empowerment
337,481,3202,2011,India,oscar,2,2438,0.000820345,5,246,246,empowerment
338,482,3203,2012,India,oscar,3,3634,0.000825537,5,246,246,empowerment
339,483,3204,2013,India,oscar,4,4910,0.000814664,5,246,246,empowerment
340,484,3205,2014,India,oscar,9,7502,0.00119968,5,246,246,empowerment
341,485,3206,2015,India,oscar,25,10532,0.002373718,5,246,246,empowerment
342,486,3207,2016,India,oscar,27,14012,0.00192692,5,246,246,empowerment
343,487,3208,2017,India,oscar,30,17097,0.001754694,5,246,246,empowerment
344,488,3209,2018,India,oscar,26,19170,0.001356286,5,246,246,empowerment
345,489,3210,2019,India,oscar,44,20849,0.002110413,5,246,246,empowerment
346,490,3211,2020,India,oscar,34,21942,0.00154954,5,246,246,empowerment
347,491,3212,2021,India,oscar,42,12622,0.003327523,5,246,246,empowerment
348,492,3320,2010,India,worth,1,1584,0.000631313,5,258,258,empowerment
349,493,3321,2011,India,worth,6,2438,0.002461034,5,258,258,empowerment
350,494,3322,2012,India,worth,6,3634,0.001651073,5,258,258,empowerment
351,495,3323,2013,India,worth,6,4910,0.001221996,5,258,258,empowerment
352,496,3324,2014,India,worth,6,7502,0.0007997869999999,5,258,258,empowerment
